Close
582.13
583.98
603.00
607.70
610.00
560.28
571.70
572.98
587.44
608.34
609.70
580.13
605.23
622.77
626.20
628.44
636.23
633.68
624.31
629.32
618.63
599.55
609.86
617.62
614.48
606.98
596.05
599.34
602.50
605.96
601.10
585.57
585.56
589.58
568.10
552.00
545.17
541.99
530.69
530.26
533.16
545.18
544.47
542.44
535.41
525.76
522.41
516.39
513.04
514.85
502.12
502.21
497.67
509.46
502.60
493.42
493.17
476.68
468.83
463.97
459.68
455.12
456.19
456.48
453.01
447.28
444.63
446.66
420.41
427.41
420.30
427.75
429.11
424.70
419.81
421.39
422.55
423.24
421.73
422.40
418.03
413.44
411.23
405.00
405.12
402.64
406.53
403.43
398.55
396.44
395.95
382.21
381.02
378.94
380.19
388.81
391.84
393.62
390.66
389.09
390.95
393.01
389.70
387.93
382.20
373.20
376.12
363.57
366.99
376.51
369.01
374.94
377.41
384.77
388.83
379.26
384.62
385.22
395.28
406.23
399.73
400.24
403.07
397.41
396.51
404.78
404.95
404.69
400.60
397.77
405.77
392.87
395.31
398.62
422.24
419.99
422.00
408.43
402.19
400.29
388.81
369.80
377.37
378.25
372.50
374.60
381.32
390.57
397.01
399.26
403.17
404.30
401.82
412.14
413.45
411.63
400.50
392.96
389.30
384.62
379.94
377.48
384.14
383.93
379.74
374.05
381.03
384.83
389.99
389.97
383.58
373.72
376.18
373.60
356.44
356.03
366.05
380.44
380.48
383.41
376.99
373.70
363.69
374.01
353.21
373.62
377.37
392.57
388.91
396.75
390.48
391.82
392.59
403.41
398.50
393.30
387.29
386.90
376.85
373.80
364.92
357.77
358.02
353.75
354.00
359.71
357.20
351.76
349.43
343.26
335.67
334.04
335.26
332.04
326.35
331.23
322.61
325.30
315.32
320.26
325.16
326.75
332.44
326.60
325.90
331.49
332.24
332.04
338.04
343.44
346.10
345.51
347.83
337.41
335.00
336.78
332.19
334.40
335.22
340.53
339.87
336.14
333.30
340.50
346.57
347.23
349.45
347.60
346.66
346.75
349.57
348.20
346.28
350.13
346.75
350.15
350.42
353.01
350.70
342.41
337.86
331.85
327.46
332.42
336.13
332.40
330.80
335.06
338.08
338.04
338.89
341.19
344.56
348.51
348.63
350.96
350.44
351.54
344.97
339.19
341.20
339.30
330.67
334.64
330.01
345.43
353.56
351.99
346.67
352.47
355.76
355.36
360.00
359.56
352.12
349.31
353.21
348.16
342.88
342.62
338.61
350.56
358.30
363.13
359.90
359.18
356.85
354.54
358.16
355.20
351.88
346.50
343.44
344.32
345.03
339.32
336.10
343.21
343.85
341.40
337.45
326.72
332.68
338.84
340.65
348.48
345.68
344.42
341.64
342.46
336.12
333.73
334.00
331.29
329.57
322.56
323.66
325.29
325.47
324.68
323.60
325.16
324.20
322.21
320.61
321.25
320.36
320.29
321.67
320.56
319.76
321.01
318.21
320.15
317.44
318.15
316.40
311.15
316.87
315.00
314.80
308.73
313.36
306.73
308.43
300.50
301.59
307.04
308.03
316.66
318.03
316.08
318.62
317.13
318.27
312.80
309.36
304.18
300.98
305.24
307.83
308.05
308.84
307.47
309.52
310.53
309.49
318.00
314.74
302.31
300.14
298.54
295.36
294.07
289.22
289.19
288.94
278.64
282.52
283.75
287.37
286.86
291.16
292.32
288.92
287.75
283.77
283.23
275.37
276.57
270.22
268.06
267.04
263.41
263.07
262.92
257.81
258.77
258.77
252.17
250.33
243.10
242.50
241.62
240.28
242.89
239.93
245.80
249.64
249.88
253.07
251.97
247.64
249.10
251.79
250.19
259.41
261.75
260.09
261.70
262.98
261.93
261.85
257.25
258.11
260.96
264.08
259.28
259.94
259.02
254.24
251.89
245.58
249.90
251.45
252.73
251.80
257.28
259.62
258.09
258.66
248.63
246.94
246.94
248.48
251.53
256.17
268.30
266.70
269.00
270.97
273.85
270.17
274.07
271.87
267.25
259.69
254.28
253.51
250.51
243.20
249.33
250.94
255.96
263.12
263.95
260.83
256.88
256.88
253.35
244.11
245.22
246.76
242.32
237.76
248.34
252.36
254.22
253.82
